--------- beginning of /dev/log/system
01-01 00:00:10.639 I/Vold    (  104): Vold 2.1 (the revenge) firing up
01-01 00:00:10.649 D/Vold    (  104): Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:10.649 D/Vold    (  104): Volume usbdisk state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:20.149 I/SystemServer(  491): Entered the Android system server!
01-01 00:00:36.049 I/PackageManager(  491): Adding preferred activity ComponentInfo{com.android.mms/com.android.mms.ui.ComposeMessageActivity} for user 0 :
01-01 00:00:36.099 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:36.099 I/PackageManager(  491): Adding preferred activity ComponentInfo{com.android.mms/com.android.mms.ui.ComposeMessageActivity} for user 0 :
01-01 00:00:36.149 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:36.159 I/PackageManager(  491): Adding preferred activity ComponentInfo{com.android.mms/com.android.mms.ui.ComposeMessageActivity} for user 0 :
01-01 00:00:36.409 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:36.409 I/PackageManager(  491): Adding preferred activity ComponentInfo{com.android.mms/com.android.mms.ui.ComposeMessageActivity} for user 0 :
01-01 00:00:36.469 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:36.499 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:36.539 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:36.769 W/WindowManager(  491): Window freeze timeout expired.
01-01 00:00:36.769 W/WindowManager(  491): Force clearing orientation change: Window{21bf6014 u0 NavigationBar}
01-01 00:00:36.769 W/WindowManager(  491): Force clearing orientation change: Window{21bdba88 u0 StatusBar}
01-01 00:00:36.969 D/TelephonyRegistry2(  491): listen: E pkg=com.android.phone events=0xc myUid=0 callerUid=0
01-01 00:00:36.969 I/TelephonyRegistry2(  491): listen: add new record={pkgForDebug=com.android.phone callerUid=0 events=0}
01-01 00:00:36.969 D/TelephonyRegistry2(  491): validateEventsAndUserLocked: valid=false r.callerUid=0 foregroundUser=0 r.events=12 events=16
01-01 00:00:36.969 D/TelephonyRegistry2(  491): validateEventsAndUserLocked: valid=false r.callerUid=0 foregroundUser=0 r.events=12 events=1024
01-01 00:00:36.979 D/TelephonyRegistry2(  491): listen: E pkg=com.android.phone events=0xc myUid=0 callerUid=0
01-01 00:00:36.989 I/TelephonyRegistry2(  491): listen: add new record={pkgForDebug=com.android.phone callerUid=0 events=0}
01-01 00:00:36.989 D/TelephonyRegistry2(  491): validateEventsAndUserLocked: valid=false r.callerUid=0 foregroundUser=0 r.events=12 events=16
01-01 00:00:36.989 D/TelephonyRegistry2(  491): validateEventsAndUserLocked: valid=false r.callerUid=0 foregroundUser=0 r.events=12 events=1024
01-01 00:00:37.369 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:37.809 D/MobileDataStateTracker(  491): fota: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=fota
01-01 00:00:37.809 D/MobileDataStateTracker(  491): fota: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.829 D/MobileDataStateTracker(  491): ia: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=ia
01-01 00:00:37.829 D/MobileDataStateTracker(  491): ia: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.839 D/MobileDataStateTracker(  491): supl: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=supl
01-01 00:00:37.849 D/MobileDataStateTracker(  491): supl: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.849 D/MobileDataStateTracker(  491): hipri: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=hipri
01-01 00:00:37.859 D/MobileDataStateTracker(  491): hipri: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.869 D/MobileDataStateTracker(  491): default: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=default
01-01 00:00:37.889 D/MobileDataStateTracker(  491): default: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.889 D/MobileDataStateTracker(  491): mms: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=mms
01-01 00:00:37.889 D/MobileDataStateTracker(  491): mms: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=mms
01-01 00:00:37.899 D/MobileDataStateTracker(  491): mms: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.919 D/MobileDataStateTracker(  491): cbs: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=cbs
01-01 00:00:37.929 D/MobileDataStateTracker(  491): cbs: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.929 D/MobileDataStateTracker(  491): fota: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=fota
01-01 00:00:37.939 D/MobileDataStateTracker(  491): fota: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.939 D/MobileDataStateTracker(  491): ia: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=ia
01-01 00:00:37.959 D/MobileDataStateTracker(  491): ia: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.959 D/MobileDataStateTracker(  491): supl: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=supl
01-01 00:00:37.969 D/MobileDataStateTracker(  491): supl: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:37.969 D/MobileDataStateTracker(  491): hipri: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=hipri
01-01 00:00:37.989 D/MobileDataStateTracker(  491): hipri: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:38.019 D/MobileDataStateTracker(  491): default: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=default
01-01 00:00:38.019 D/MobileDataStateTracker(  491): default: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:38.059 I/ActivityManager(  491): Start proc com.google.process.location for on-hold: pid=831 uid=10008 gids={50008, 3003, 1007, 1028, 1015, 3002, 3001, 3007, 2001, 3006}
01-01 00:00:38.099 D/MobileDataStateTracker(  491): mms: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=mms
01-01 00:00:38.099 D/MobileDataStateTracker(  491): mms: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=mms
01-01 00:00:38.109 D/MobileDataStateTracker(  491): mms: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:38.109 D/MobileDataStateTracker(  491): cbs: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=cbs
01-01 00:00:38.109 D/MobileDataStateTracker(  491): cbs: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:38.119 D/MobileDataStateTracker(  491): fota: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=fota
01-01 00:00:38.119 D/MobileDataStateTracker(  491): fota: Received state=DISCONNECTED, old=DISCONNECTED, reason=dataDetached
01-01 00:00:38.129 D/MobileDataStateTracker(  491): ia: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=ia
01-01 00:00:38.149 D/MobileDataStateTracker(  491): ia: Received state=DISCONNECTED, old=DISCONNECTED, reason=dataDetached
01-01 00:00:38.169 D/MobileDataStateTracker(  491): supl: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=supl
01-01 00:00:38.189 D/MobileDataStateTracker(  491): supl: Received state=DISCONNECTED, old=DISCONNECTED, reason=dataDetached
01-01 00:00:38.199 D/MobileDataStateTracker(  491): hipri: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=hipri
01-01 00:00:38.209 D/MobileDataStateTracker(  491): hipri: Received state=DISCONNECTED, old=DISCONNECTED, reason=dataDetached
01-01 00:00:38.239 D/MobileDataStateTracker(  491): default: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=default
01-01 00:00:38.249 D/MobileDataStateTracker(  491): default: Received state=DISCONNECTED, old=DISCONNECTED, reason=dataDetached
01-01 00:00:38.299 D/MobileDataStateTracker(  491): mms: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=mms
01-01 00:00:38.299 D/MobileDataStateTracker(  491): mms: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=mms
01-01 00:00:38.299 D/MobileDataStateTracker(  491): mms: Received state=DISCONNECTED, old=DISCONNECTED, reason=dataDetached
01-01 00:00:38.309 D/MobileDataStateTracker(  491): cbs: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=cbs
01-01 00:00:38.309 D/MobileDataStateTracker(  491): cbs: Received state=DISCONNECTED, old=DISCONNECTED, reason=dataDetached
01-01 00:00:38.319 D/MobileDataStateTracker(  491): fota: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=fota
01-01 00:00:38.329 D/MobileDataStateTracker(  491): fota: Received state=DISCONNECTED, old=DISCONNECTED, reason=roamingOff
01-01 00:00:38.329 D/MobileDataStateTracker(  491): ia: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=ia
01-01 00:00:38.339 D/MobileDataStateTracker(  491): ia: Received state=DISCONNECTED, old=DISCONNECTED, reason=roamingOff
01-01 00:00:38.339 D/MobileDataStateTracker(  491): supl: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=supl
01-01 00:00:38.359 D/MobileDataStateTracker(  491): supl: Received state=DISCONNECTED, old=DISCONNECTED, reason=roamingOff
01-01 00:00:38.359 D/MobileDataStateTracker(  491): hipri: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=hipri
01-01 00:00:38.369 D/MobileDataStateTracker(  491): hipri: Received state=DISCONNECTED, old=DISCONNECTED, reason=roamingOff
01-01 00:00:38.379 D/MobileDataStateTracker(  491): default: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=default
01-01 00:00:38.379 D/MobileDataStateTracker(  491): default: Received state=DISCONNECTED, old=DISCONNECTED, reason=roamingOff
01-01 00:00:38.379 D/MobileDataStateTracker(  491): mms: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=mms
01-01 00:00:38.379 D/MobileDataStateTracker(  491): mms: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=mms
01-01 00:00:38.389 D/MobileDataStateTracker(  491): mms: Received state=DISCONNECTED, old=DISCONNECTED, reason=roamingOff
01-01 00:00:38.389 D/MobileDataStateTracker(  491): cbs: Broadcast received: android.intent.action.ANY_DATA_STATE apnType=cbs
01-01 00:00:38.409 D/MobileDataStateTracker(  491): cbs: Received state=DISCONNECTED, old=DISCONNECTED, reason=roamingOff
01-01 00:00:38.519 I/TelephonyRegistry2(  491): notifyDataConnection: state=0 isDataConnectivityPossible=false reason='radioTurnedOff' apn='null' apnType=mms networkType=0 mRecords.size()=3 mRecords=[{pkgForDebug=com.android.systemui callerUid=0 events=1e1}, {pkgForDebug=com.android.phone callerUid=0 events=c}, {pkgForDebug=com.android.phone callerUid=0 events=c}]
01-01 00:00:38.519 D/MobileDataStateTracker(  491): mms: Broadcast received: com.pekall.intent.ANY_DATA_STATE2 apnType=mms
01-01 00:00:38.529 D/MobileDataStateTracker(  491): mms: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:38.529 D/MobileDataStateTracker(  491): mms: Broadcast received: com.pekall.intent.ANY_DATA_STATE2 apnType=mms
01-01 00:00:38.539 I/TelephonyRegistry2(  491): notifyDataConnection: state=0 isDataConnectivityPossible=false reason='radioTurnedOff' apn='null' apnType=mms networkType=0 mRecords.size()=3 mRecords=[{pkgForDebug=com.android.systemui callerUid=0 events=1e1}, {pkgForDebug=com.android.phone callerUid=0 events=c}, {pkgForDebug=com.android.phone callerUid=0 events=c}]
01-01 00:00:38.539 D/MobileDataStateTracker(  491): mms: Broadcast received: com.pekall.intent.ANY_DATA_STATE2 apnType=mms
01-01 00:00:38.539 D/MobileDataStateTracker(  491): mms: Received state=DISCONNECTED, old=DISCONNECTED, reason=radioTurnedOff
01-01 00:00:38.539 D/MobileDataStateTracker(  491): mms: Broadcast received: com.pekall.intent.ANY_DATA_STATE2 apnType=mms
01-01 00:00:38.549 I/TelephonyRegistry2(  491): notifyDataConnection: state=0 isDataConnectivityPossible=false reason='dataDetached' apn='null' apnType=mms networkType=0 mRecords.size()=3 mRecords=[{pkgForDebug=com.android.systemui callerUid=0 events=1e1}, {pkgForDebug=com.android.phone callerUid=0 events=c}, {pkgForDebug=com.android.phone callerUid=0 events=c}]
01-01 00:00:38.549 D/MobileDataStateTracker(  491): mms: Broadcast received: com.pekall.intent.ANY_DATA_STATE2 apnType=mms
01-01 00:00:38.559 D/MobileDataStateTracker(  491): mms: Received state=DISCONNECTED, old=DISCONNECTED, reason=dataDetached
01-01 00:00:38.559 D/MobileDataStateTracker(  491): mms: Broadcast received: com.pekall.intent.ANY_DATA_STATE2 apnType=mms
01-01 00:00:38.579 I/TelephonyRegistry2(  491): notifyDataConnection: state=0 isDataConnectivityPossible=false reason='roamingOff' apn='null' apnType=mms networkType=0 mRecords.size()=3 mRecords=[{pkgForDebug=com.android.systemui callerUid=0 events=1e1}, {pkgForDebug=com.android.phone callerUid=0 events=c}, {pkgForDebug=com.android.phone callerUid=0 events=c}]
01-01 00:00:38.589 D/MobileDataStateTracker(  491): mms: Broadcast received: com.pekall.intent.ANY_DATA_STATE2 apnType=mms
01-01 00:00:38.589 D/MobileDataStateTracker(  491): mms: Received state=DISCONNECTED, old=DISCONNECTED, reason=roamingOff
01-01 00:00:38.589 D/MobileDataStateTracker(  491): mms: Broadcast received: com.pekall.intent.ANY_DATA_STATE2 apnType=mms
01-01 00:00:38.739 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:38.749 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:38.749 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:38.759 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:38.879 V/BackupManagerService(  491): Connected to transport ComponentInfo{com.google.android.backuptransport/com.google.android.backup.BackupTransportService}
01-01 00:00:38.889 V/BackupManagerService(  491): Registering transport com.google.android.backuptransport/com.google.android.backup.BackupTransportService::com.google.android.backup/.BackupTransportService = com.android.internal.backup.IBackupTransport$Stub$Proxy@21b3afa8
01-01 00:00:38.969 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.039 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.159 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.159 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.409 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.419 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.419 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.419 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.419 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.419 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:39.439 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:40.149 I/ActivityManager(  491): Start proc com.google.process.gapps for content provider com.google.android.gsf/.gservices.GservicesProvider: pid=855 uid=10008 gids={50008, 3003, 1007, 1028, 1015, 3002, 3001, 3007, 2001, 3006}
01-01 00:00:40.259 D/ConnectivityService(  491): getPrimaryDataSim returning: 0
01-01 00:00:40.579 V/KeyguardDisplayManager(  551): show
01-01 00:00:40.739 V/KeyguardViewManager(  551): send wm null token: not showing
